t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VE/VO2,VE/VCO2,VO2/Kg,METS,HR,VO2/HR,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Phase,Marker,Amb. Temp.,RH Amb,Device Temp.,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,FAT,CHO,PRO%,FAT%,CHO%,npRQ,Long,Lat,GPS Altitude,Barom_Altitude,GPS Speed,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Dist.,Step Length,Battery,Phase time,BR,O2 Cost,O2 Delay,CO2 Delay,GPS Heading,RH Sample,Cadence,Satellites,Fixing,Satellites SNR,VT/Ti,HRR,PaCO2_e
s,1/min,L(btps),L/min,mL,mL/min,mL/min,---,mL,mL,---,---,mL/min/Kg,---,bpm,mL/beat,%,%,%,%,%,%,mmHg,mmHg,mmHg,mmHg,---,---,°C,%,°C,mmHg,mmHg,kcal/day,kcal/h,kcal/min,kcal,kcal/Kg/day,kcal/day,kcal/day,kcal/day,%,%,%,---,"° ' ""","° ' """,m,m,km/h,m,s,s,s,---,---,L/min,s,m/s,m,m,%,hh:mm:ss,%,mL/Kg/m,ms,ms,DEG,%,1/min,---,---,dB,---,bpm,mmHg
791.0,59.41,1.599,94.99,1672,2898.3789913,2594.6452892,0.9,276.2,54.2,31.3,35.0,33.31,9.5,175,16.6,17.27,3.39,16.13,4.5,20.9,0.07,123,24,115,32,NONE,,27.1,59,40.3,733,757,20387,849.5,14.16,50,234.3,0,7292,13096,0,35.8,64.2,0.9,"W001° 15' 5.7462""","N51° 45' 55.4052""",60,64,14.0,0,0.54,0.47,1.01,0.53,0.25,1.978,1,0,0,1.21,61,00:13:11,22.2,0.14,1199,1002,346,71,193,8,False,32,2.96,5,34
792.0,67.42,1.367,92.157,1393,2866.8356863,2581.8443481,0.9,235.1,47.5,30.5,33.9,32.95,9.4,175,16.4,17.2,3.47,16.04,4.54,20.9,0.07,122,25,114,32,NONE,,27.1,59,40.3,732,757,20190,841.2,14.02,50,232.1,0,6850,13340,0,33.9,66.1,0.9,"W001° 15' 5.7462""","N51° 45' 55.4052""",60,64,14.0,0,0.46,0.43,0.89,0.52,0.23,1.965,1,0,0,1.21,61,00:13:12,24.5,0.14,1192,1002,346,72,193,8,False,32,2.97,5,35
793.0,60.61,1.6,96.97,1541,2929.9346943,2632.074043,0.9,276.9,53.9,31.6,35.2,33.68,9.6,175,16.7,17.31,3.37,16.04,4.58,20.9,0.07,123,24,114,33,NONE,,27.1,59,40.3,732,757,20624,859.3,14.32,50,237.1,0,7156,13468,0,34.7,65.3,0.9,"W001° 15' 5.7828""","N51° 45' 55.5054""",60,64,13.4,0,0.43,0.56,0.99,0.43,0.27,1.987,1,0,0,1.16,61,00:13:13,20.6,0.15,1194,1002,348,72,193,8,False,32,3.72,5,35
794.0,57.14,2.095,119.714,2033,3522.9985101,3170.6692066,0.9,364.5,68.9,32.8,36.5,40.49,11.6,176,20.0,17.4,3.29,16.35,4.34,20.9,0.07,124,23,116,31,NONE,,27.1,59,40.3,732,757,24807,1033.6,17.23,50,285.1,0,8467,16340,0,34.1,65.9,0.9,"W001° 15' 5.8092""","N51° 45' 55.5648""",60,63,11.4,0,0.5,0.55,1.05,0.48,0.26,2.078,1,0,0,0.98,61,00:13:14,2.0,0.21,1196,1002,348,72,193,8,False,32,4.19,4,33
795.0,50.0,2.24,112.0,2211,3171.6172649,2930.6719783,0.92,392.3,72.8,34.2,37.0,36.46,10.4,177,17.9,17.51,3.25,16.57,4.19,20.9,0.07,124,23,118,30,NONE,,27.1,59,40.3,732,757,22454,935.6,15.59,51,258.1,0,5822,16632,0,25.9,74.1,0.92,"W001° 15' 5.844""","N51° 45' 55.5888""",61,63,5.2,0,0.61,0.59,1.2,0.51,0.25,2.049,1,0,0,0.57,61,00:13:15,8.3,0.42,1211,1002,291,72,151,8,False,32,3.67,3,32
796.0,54.55,1.864,101.673,1856,2801.3640908,2643.4272668,0.94,327.9,60.2,34.9,37.0,32.2,9.2,177,15.8,17.59,3.23,16.57,4.28,20.9,0.07,125,23,118,30,NONE,,27.0,60,40.3,732,757,19920,830.0,13.83,51,229.0,0,3833,16087,0,19.2,80.8,0.94,"W001° 15' 5.8488""","N51° 45' 55.5654""",61,63,3.3,0,0.55,0.55,1.1,0.5,0.26,2.007,1,0,0,0.5,61,00:13:16,16.7,0.59,1216,1002,215,72,111,8,False,32,3.39,3,33
797.0,57.69,1.805,104.135,1791,2827.1227338,2712.4750841,0.96,318.2,58.4,35.4,36.9,32.5,9.3,178,15.9,17.63,3.24,16.61,4.3,20.9,0.07,125,23,118,31,NONE,,27.0,60,40.3,732,757,20174,840.6,14.01,51,231.9,0,2792,17382,0,13.8,86.2,0.96,"W001° 15' 5.8422""","N51° 45' 55.5426""",61,63,2.4,0,0.51,0.53,1.04,0.49,0.26,2.018,1,0,0,0.77,61,00:13:17,14.7,0.81,1216,1002,195,72,52,8,False,26,3.54,2,33
799.0,55.05,1.837,101.119,1746,2740.5946803,2682.1948755,0.98,323.7,60.5,35.5,36.3,31.5,9.0,178,15.4,17.62,3.29,16.54,4.42,20.9,0.07,125,23,117,31,NONE,,27.0,60,40.3,733,757,19640,818.3,13.64,52,225.7,0,1428,18211,0,7.3,92.7,0.98,"W001° 15' 5.8428""","N51° 45' 55.536""",61,63,2.2,0,0.51,0.58,1.09,0.47,0.27,2.005,2,0,0,0.39,61,00:13:19,17.2,0.86,1212,1002,0,72,93,8,False,32,3.6,2,34
801.0,30.93,1.748,54.062,1798,1815.9575585,1801.2855923,0.99,294.1,72.0,28.6,28.8,20.87,6.0,178,10.2,16.82,4.12,15.48,5.41,20.9,0.07,119,29,110,38,NONE,,27.0,60,40.3,732,757,13052,543.8,9.06,52,150.0,0,360,12692,0,2.8,97.2,0.99,"W001° 15' 5.8152""","N51° 45' 55.5186""",62,63,1.3,0,0.59,1.35,1.94,0.3,0.23,1.733,2,0,0,0.23,61,00:13:21,55.7,0.96,1232,1002,0,72,93,8,False,29,2.96,2,40
802.0,51.28,1.922,98.564,1950,3063.9800456,2981.5664305,0.97,329.5,72.0,31.0,31.9,35.22,10.1,178,17.2,17.14,3.75,16.11,4.82,20.9,0.07,122,27,114,34,NONE,,27.0,60,40.3,732,757,21930,913.8,15.23,52,252.1,0,2013,19917,0,9.2,90.8,0.97,"W001° 15' 5.8062""","N51° 45' 55.5162""",62,63,0.7,0,0.6,0.57,1.17,0.51,0.23,1.994,1,0,0,0.29,61,00:13:22,19.3,3.02,1237,1002,0,72,40,8,False,27,3.2,2,36
803.0,54.55,1.949,106.309,1994,3056.7477307,3022.3694368,0.99,339.4,68.7,33.5,33.9,35.14,10.0,178,17.2,17.41,3.52,16.43,4.56,20.9,0.07,124,25,117,32,NONE,,27.0,60,40.3,732,757,21954,914.8,15.25,52,252.3,0,843,21111,0,3.8,96.2,0.99,"W001° 15' 5.8008""","N51° 45' 55.4778""",63,63,2.0,0,0.58,0.52,1.1,0.53,0.24,2.027,1,0,0,,61,00:13:23,13.0,1.05,1238,1002,177,72,0,8,False,28,3.36,2,35
804.0,60.0,1.788,107.28,1849,2893.6543898,2984.6429936,1.03,314.7,61.7,35.6,34.5,33.26,9.5,178,16.3,17.6,3.45,16.57,4.46,20.9,0.07,125,25,118,32,NONE,,27.0,60,40.3,733,757,20978,874.1,14.57,53,241.1,0,0,20978,0,0.0,100.0,1.03,"W001° 15' 5.7876""","N51° 45' 55.3968""",63,63,4.4,0,0.48,0.52,1.0,0.48,0.24,2.031,1,0,0,0.48,61,00:13:24,12.2,0.45,1213,1002,172,72,153,8,False,27,3.72,2,34
805.0,58.82,1.848,108.706,1697,3146.6990155,3175.7560199,1.01,321.1,66.9,33.2,32.9,36.17,10.3,178,17.7,17.38,3.62,16.24,4.81,20.9,0.07,123,26,115,34,NONE,,27.0,60,40.3,733,757,22702,945.9,15.77,53,260.9,0,0,22702,0,0.0,100.0,1.01,"W001° 15' 5.7534""","N51° 45' 55.281""",63,63,7.6,0,0.49,0.53,1.02,0.48,0.25,2.036,1,0,0,0.83,61,00:13:25,11.0,0.29,1206,1002,171,72,153,8,False,29,3.77,2,36
806.0,61.22,1.642,100.531,1749,2862.5571223,2828.9353672,0.99,286.5,57.3,33.6,34.0,32.9,9.4,178,16.1,17.45,3.49,16.36,4.62,20.9,0.07,124,25,116,33,NONE,,27.0,60,40.3,733,757,20557,856.5,14.28,53,236.3,0,824,19733,0,4.0,96.0,0.99,"W001° 15' 5.7102""","N51° 45' 55.1442""",63,64,11.5,0,0.53,0.45,0.98,0.54,0.25,2.002,1,0,0,0.86,61,00:13:26,17.7,0.17,1201,1002,170,72,223,8,False,28,3.1,2,35
807.0,65.22,1.512,98.609,1532,2775.9758643,2771.4667984,1.0,264.3,52.7,33.9,33.9,31.91,9.1,178,15.6,17.48,3.49,16.31,4.73,20.9,0.07,124,25,116,34,NONE,,27.0,60,40.3,733,757,19980,832.5,13.87,53,229.7,0,111,19869,0,0.6,99.4,1.0,"W001° 15' 5.6676""","N51° 45' 55.0086""",62,64,13.8,0,0.47,0.45,0.92,0.51,0.26,1.994,1,0,0,1.03,61,00:13:27,19.3,0.14,1196,1002,171,72,223,8,False,32,3.22,2,36
808.0,68.18,1.469,100.159,1493,2894.7028908,2848.606273,0.98,255.6,51.8,33.0,33.5,33.27,9.5,178,16.3,17.4,3.53,16.2,4.76,20.9,0.07,124,25,115,34,NONE,,27.0,60,40.3,733,757,20769,865.4,14.42,54,238.7,0,1129,19640,0,5.4,94.6,0.98,"W001° 15' 5.6328""","N51° 45' 54.906""",62,64,13.8,0,0.43,0.45,0.88,0.49,0.26,2.001,1,0,0,1.03,61,00:13:28,18.0,0.14,1189,1002,170,72,223,8,False,30,3.42,2,36
809.0,52.63,1.624,85.474,1570,2651.5079061,2588.3314228,0.98,278.5,60.9,30.8,31.6,30.48,8.7,177,15.0,17.15,3.75,15.76,5.1,20.9,0.07,122,27,112,36,NONE,,26.9,59,40.3,733,757,18991,791.3,13.19,54,218.3,0,1544,17446,0,8.1,91.9,0.98,"W001° 15' 5.6346""","N51° 45' 54.8994""",62,63,11.1,0,0.44,0.7,1.14,0.39,0.26,1.932,1,0,0,1.04,61,00:13:29,30.0,0.16,1196,1002,199,72,178,8,False,30,3.69,3,38
810.0,60.0,2.033,121.98,2016,3681.2106109,3548.7573433,0.96,350.9,73.3,32.0,33.2,42.31,12.1,177,20.8,17.26,3.61,16.1,4.74,20.9,0.07,123,26,114,34,NONE,,26.9,59,40.3,733,757,26295,1095.6,18.26,54,302.2,0,3229,23066,0,12.3,87.7,0.96,"W001° 15' 5.6436""","N51° 45' 54.9678""",61,63,9.4,0,0.51,0.49,1.0,0.51,0.25,2.086,1,0,0,0.88,61,00:13:30,0.1,0.27,1200,1002,347,72,178,8,False,32,3.99,3,36
811.0,64.52,1.655,106.774,1667,3149.9698253,3038.8919455,0.96,287.0,58.4,32.5,33.6,36.21,10.3,177,17.8,17.34,3.53,16.19,4.7,20.9,0.07,123,25,115,33,NONE,,27.0,59,40.3,733,757,22504,937.7,15.63,54,258.7,0,2708,19795,0,12.0,88.0,0.96,"W001° 15' 5.6772""","N51° 45' 55.077""",61,63,9.2,0,0.48,0.45,0.93,0.52,0.25,2.028,1,0,0,0.86,61,00:13:31,12.6,0.24,1203,1002,344,72,178,8,False,32,3.45,3,36
812.0,63.16,1.615,102.0,1543,3045.6948553,2929.5899824,0.96,279.4,57.5,32.0,33.3,35.01,10.0,177,17.2,17.3,3.56,16.12,4.71,20.9,0.07,123,25,114,33,NONE,,26.9,59,40.3,733,757,21745,906.0,15.1,55,249.9,0,2829,18916,0,13.0,87.0,0.96,"W001° 15' 5.7138""","N51° 45' 55.1982""",61,63,10.1,0,0.46,0.49,0.95,0.48,0.25,2.009,1,0,0,0.95,61,00:13:32,16.5,0.21,1194,1002,349,72,178,8,False,32,3.51,3,36
813.0,65.22,1.555,101.413,1545,3049.6673366,2887.8095267,0.95,268.8,54.9,31.8,33.5,35.05,10.0,177,17.2,17.29,3.53,16.18,4.71,20.9,0.07,123,25,115,33,NONE,,26.9,59,40.3,733,757,21701,904.2,15.07,55,249.4,0,3931,17770,0,18.1,81.9,0.95,"W001° 15' 5.7624""","N51° 45' 55.3332""",61,64,13.2,0,0.48,0.44,0.92,0.52,0.25,2.006,1,0,0,1.24,61,00:13:33,17.0,0.16,1190,1002,346,72,178,8,False,32,3.24,3,36
813.0,68.18,1.425,97.159,1450,2846.166198,2738.0773321,0.96,247.5,49.8,32.5,33.7,32.71,9.3,177,16.1,17.37,3.49,16.18,4.61,20.9,0.07,123,25,115,33,NONE,,26.9,59,40.3,733,757,20321,846.7,14.11,55,233.6,0,2634,17687,0,13.0,87.0,0.96,"W001° 15' 5.7978""","N51° 45' 55.4502""",61,64,13.9,0,0.43,0.45,0.88,0.49,0.24,1.987,0,0,0,1.3,61,00:13:33,20.4,0.14,1187,1002,349,72,178,8,False,32,3.31,3,35
814.0,65.93,1.471,96.989,1542,2890.0294044,2727.4090143,0.94,254.8,51.3,32.0,33.9,33.22,9.5,177,16.3,17.32,3.49,16.14,4.72,20.9,0.07,123,25,115,34,NONE,,26.9,59,40.3,732,757,20551,856.3,14.27,55,236.2,0,3947,16604,0,19.2,80.8,0.94,"W001° 15' 5.8248""","N51° 45' 55.5354""",61,64,12.5,0,0.43,0.48,0.91,0.47,0.26,1.987,1,0,0,1.17,61,00:13:34,20.6,0.16,1184,1002,348,72,178,8,False,32,3.42,3,36
815.0,60.0,1.72,103.2,1712,2944.512796,2789.3248725,0.95,300.5,57.7,33.6,35.5,33.84,9.7,177,16.6,17.47,3.35,16.18,4.66,20.9,0.07,124,24,115,33,NONE,,26.9,59,40.3,732,757,20955,873.1,14.55,55,240.9,0,3769,17185,0,18.0,82.0,0.95,"W001° 15' 5.847""","N51° 45' 55.5816""",61,63,10.0,0,0.46,0.54,1.0,0.46,0.28,2.014,1,0,0,0.94,61,00:13:35,15.5,0.2,1189,1002,346,72,178,8,False,32,3.74,3,35
816.0,56.6,1.876,106.189,1840,3159.17852,2994.3152214,0.95,325.0,65.6,32.4,34.1,36.31,10.4,178,17.7,17.32,3.5,16.33,4.55,20.9,0.07,123,25,116,32,NONE,,26.9,59,40.3,732,757,22485,936.9,15.61,56,258.4,0,4005,18480,0,17.8,82.2,0.95,"W001° 15' 5.8536""","N51° 45' 55.5912""",61,63,6.3,0,0.55,0.51,1.06,0.52,0.24,2.026,1,0,0,0.59,61,00:13:36,13.0,0.35,1199,1002,0,72,178,8,False,32,3.41,2,35
818.0,52.17,1.851,96.574,1918,2881.6065732,2808.011012,0.97,320.1,66.7,32.2,33.1,33.12,9.5,178,16.2,17.29,3.6,16.26,4.67,20.9,0.07,123,26,115,33,NONE,,26.9,59,40.3,733,757,20631,859.6,14.33,56,237.1,0,1798,18833,0,8.7,91.3,0.97,"W001° 15' 5.8482""","N51° 45' 55.5672""",61,63,4.0,0,0.56,0.59,1.15,0.49,0.24,1.985,2,0,0,0.51,61,00:13:38,20.9,0.5,1211,1002,27,72,131,8,False,32,3.31,2,35
819.0,32.09,1.993,63.947,1988,2044.2862128,2146.7819784,1.05,338.3,82.7,30.2,28.7,23.5,6.7,178,11.5,16.97,4.15,15.66,5.58,20.9,0.07,121,29,111,40,NONE,,26.9,59,40.3,732,757,14881,620.1,10.33,56,171.0,0,0,14881,0,0.0,100.0,1.05,"W001° 15' 5.8392""","N51° 45' 55.518""",62,63,2.0,0,0.66,1.21,1.87,0.35,0.25,1.806,1,0,0,0.25,61,00:13:39,47.6,0.7,1234,1002,129,72,131,8,False,32,3.02,2,41
821.0,48.0,2.057,98.736,1981,3393.9164059,3316.3024522,0.98,344.4,85.4,28.1,28.8,39.01,11.1,178,19.1,16.74,4.15,15.7,5.3,20.9,0.07,119,29,111,38,NONE,,26.8,60,40.3,732,757,24313,1013.1,16.88,57,279.5,0,1898,22416,0,7.8,92.2,0.98,"W001° 15' 5.8338""","N51° 45' 55.506""",62,63,2.2,0,0.61,0.64,1.25,0.49,0.22,1.994,2,0,0,0.37,61,00:13:41,19.2,1.06,1242,1002,0,72,98,8,False,32,3.37,2,39
822.0,51.28,1.735,88.974,1798,2866.5862483,2843.6520461,0.99,294.8,68.6,29.8,30.0,32.95,9.4,177,16.2,16.99,3.95,15.89,5.11,20.9,0.07,121,28,113,36,NONE,,26.8,60,40.3,732,757,20603,858.5,14.31,57,236.8,0,563,20041,0,2.7,97.3,0.99,"W001° 15' 5.8242""","N51° 45' 55.4964""",62,63,1.6,0,0.6,0.57,1.17,0.51,0.22,1.949,1,0,0,1.03,61,00:13:42,27.1,1.24,1242,1002,0,73,26,8,False,26,2.89,3,38
823.0,55.56,1.735,96.389,1748,2950.4476905,2989.2342589,1.01,297.9,66.6,31.4,30.9,33.91,9.7,177,16.7,17.17,3.84,16.07,5.03,20.9,0.07,122,27,114,36,NONE,,26.8,60,40.3,732,757,21305,887.7,14.79,57,244.9,0,0,21305,0,0.0,100.0,1.01,"W001° 15' 5.8128""","N51° 45' 55.4898""",62,63,1.0,0,0.53,0.55,1.08,0.49,0.24,1.984,1,0,0,,61,00:13:43,21.1,2.03,1222,1002,0,73,0,8,False,32,3.27,3,38
824.0,57.69,2.033,117.288,1899,3350.7468136,3445.6547631,1.03,353.9,74.0,33.8,32.9,38.51,11.0,176,19.0,17.41,3.64,16.47,4.67,20.9,0.07,124,26,117,33,NONE,,26.8,60,40.3,732,757,24276,1011.5,16.86,58,279.0,0,0,24276,0,0.0,100.0,1.03,"W001° 15' 5.7882""","N51° 45' 55.4406""",62,63,2.3,0,0.53,0.51,1.04,0.51,0.23,2.069,1,0,0,,61,00:13:44,4.0,1,1214,1002,161,73,0,8,False,32,3.84,4,35
825.0,56.6,1.98,112.075,1943,3131.4396158,3307.9020482,1.06,345.8,72.4,34.5,32.7,35.99,10.3,175,17.9,17.46,3.66,16.33,4.81,20.9,0.07,124,26,116,34,NONE,,26.8,60,40.3,733,757,22826,951.1,15.85,58,262.4,0,0,22826,0,0.0,100.0,1.06,"W001° 15' 5.748""","N51° 45' 55.359""",62,63,4.6,0,0.5,0.56,1.06,0.47,0.25,2.05,1,0,0,0.38,61,00:13:45,8.2,0.47,1210,1002,162,73,203,8,False,27,3.96,5,36
826.0,64.52,1.453,93.742,1547,2625.9220561,2807.6974628,1.07,253.5,53.9,34.0,31.8,30.18,8.6,175,15.0,17.45,3.71,16.31,4.91,20.9,0.07,124,26,116,35,NONE,,26.8,60,40.3,733,757,19195,799.8,13.33,58,220.6,0,0,19195,0,0.0,100.0,1.07,"W001° 15' 5.724""","N51° 45' 55.2474""",63,63,7.8,0,0.48,0.45,0.93,0.52,0.24,1.972,1,0,0,0.64,61,00:13:46,23.2,0.23,1202,1002,169,73,203,8,False,28,3.03,5,37
827.0,62.5,1.572,98.25,1452,2920.51211,3034.5029711,1.04,271.3,60.1,32.1,30.9,33.57,9.6,175,16.7,17.26,3.82,16.11,5.11,20.9,0.07,123,27,114,36,NONE,,26.8,60,40.3,733,757,21208,883.7,14.73,58,243.8,0,0,21208,0,0.0,100.0,1.04,"W001° 15' 5.685""","N51° 45' 55.122""",63,63,11.2,0,0.46,0.5,0.96,0.48,0.24,1.992,1,0,0,0.92,61,00:13:47,19.5,0.18,1198,1002,168,72,203,8,False,28,3.42,5,38
828.0,64.52,1.556,100.387,1560,2935.0907249,3016.1604469,1.03,269.6,57.9,32.7,31.8,33.74,9.6,175,16.8,17.33,3.72,16.11,5.08,20.9,0.07,123,26,114,36,NONE,,26.8,60,40.3,733,757,21261,885.9,14.76,59,244.4,0,0,21261,0,0.0,100.0,1.03,"W001° 15' 5.6466""","N51° 45' 54.9912""",63,63,13.2,0,0.46,0.47,0.93,0.49,0.26,2.002,1,0,0,0.9,61,00:13:48,17.8,0.15,1191,1002,171,72,245,8,False,27,3.38,5,38
829.0,65.93,1.644,108.396,1616,3158.4000759,3258.1678603,1.03,285.0,61.2,32.9,31.9,36.3,10.4,175,18.0,17.34,3.72,16.14,4.98,20.9,0.07,123,26,115,35,NONE,,26.8,60,40.3,733,757,22899,954.1,15.9,59,263.2,0,0,22899,0,0.0,100.0,1.03,"W001° 15' 5.625""","N51° 45' 54.8862""",62,63,13.3,0,0.41,0.5,0.91,0.45,0.25,2.035,1,0,0,1.16,61,00:13:49,11.2,0.16,1190,1002,173,72,191,8,False,29,4.01,5,37
830.0,45.45,1.704,77.455,1791,2521.0597375,2581.2250648,1.02,288.4,70.2,29.5,28.8,28.98,8.3,176,14.3,16.92,4.12,15.8,5.26,20.9,0.07,120,29,112,37,NONE,,26.8,60,40.3,732,757,18247,760.3,12.67,59,209.7,0,0,18247,0,0.0,100.0,1.02,"W001° 15' 5.6112""","N51° 45' 54.8556""",62,64,10.5,0,0.5,0.82,1.32,0.38,0.21,1.889,1,0,0,0.92,61,00:13:50,36.6,0.17,1204,1002,172,73,191,8,False,27,3.41,4,39
831.0,53.57,2.064,110.571,2096,3445.5280109,3533.6177743,1.03,352.8,81.6,31.0,30.2,39.6,11.3,176,19.6,17.09,3.95,16.14,5.07,20.9,0.07,121,28,115,36,NONE,,26.8,60,40.3,733,757,24947,1039.5,17.32,59,286.8,0,0,24947,0,0.0,100.0,1.03,"W001° 15' 5.6148""","N51° 45' 54.9108""",62,64,9.2,0,0.57,0.55,1.12,0.51,0.23,2.044,1,0,0,0.8,61,00:13:51,9.5,0.26,1214,1002,359,72,191,8,False,27,3.62,4,38
832.0,61.86,1.859,114.99,1850,3286.6440786,3374.733842,1.03,323.6,67.6,33.7,32.8,37.78,10.8,176,18.7,17.41,3.64,16.34,4.84,20.9,0.07,124,26,116,34,NONE,,26.8,60,40.3,733,757,23803,991.8,16.53,60,273.6,0,0,23803,0,0.0,100.0,1.03,"W001° 15' 5.637""","N51° 45' 55.0068""",62,64,8.5,0,0.5,0.47,0.97,0.52,0.25,2.061,1,0,0,0.74,61,00:13:52,5.8,0.27,1217,1002,351,72,191,8,False,28,3.72,4,36
833.0,62.5,1.744,109.0,1713,3060.6500641,3131.1426998,1.02,304.7,62.1,34.2,33.4,35.18,10.1,176,17.4,17.47,3.56,16.33,4.81,20.9,0.07,124,25,116,34,NONE,,26.8,60,40.3,733,757,22148,922.8,15.38,60,254.6,0,0,22148,0,0.0,100.0,1.02,"W001° 15' 5.6874""","N51° 45' 55.1238""",61,64,9.2,0,0.48,0.48,0.96,0.5,0.26,2.037,1,0,0,0.8,61,00:13:53,10.7,0.23,1203,1002,347,72,191,8,False,28,3.63,4,36
834.0,64.52,1.701,109.742,1651,3080.5023171,3127.546671,1.02,297.3,60.1,34.2,33.6,35.41,10.1,176,17.5,17.48,3.53,16.38,4.74,20.9,0.07,124,25,116,34,NONE,,26.8,60,40.3,733,757,22254,927.3,15.45,60,255.8,0,0,22254,0,0.0,100.0,1.02,"W001° 15' 5.7318""","N51° 45' 55.2372""",61,64,11.9,0,0.46,0.47,0.93,0.49,0.26,2.04,1,0,0,1.04,61,00:13:54,10.1,0.18,1193,1002,347,73,191,8,False,27,3.7,4,36
835.0,61.22,1.572,96.245,1594,2802.3669132,2856.6564214,1.02,272.7,57.8,32.8,32.2,32.21,9.2,176,15.9,17.35,3.68,16.17,4.9,20.9,0.07,123,26,115,35,NONE,,26.7,60,40.3,733,757,20263,844.3,14.07,60,232.9,0,0,20263,0,0.0,100.0,1.02,"W001° 15' 5.7864""","N51° 45' 55.3458""",61,64,12.8,0,0.49,0.49,0.98,0.5,0.25,1.983,1,0,0,1.12,61,00:13:55,21.2,0.15,1194,1002,343,73,191,8,False,27,3.21,4,37
836.0,58.25,1.635,95.243,1680,2736.0790899,2744.6011664,1.0,284.6,58.4,33.3,33.2,31.45,9.0,176,15.5,17.41,3.57,16.11,4.86,20.9,0.07,124,25,114,35,NONE,,26.7,60,40.3,733,757,19713,821.4,13.69,61,226.6,0,0,19713,0,0.0,100.0,1.0,"W001° 15' 5.814""","N51° 45' 55.419""",61,64,11.4,0,0.45,0.58,1.03,0.44,0.26,1.979,1,0,0,0.99,61,00:13:56,22.0,0.17,1197,1002,345,72,191,8,False,27,3.63,4,37
838.0,37.27,2.42,90.186,2294,2936.904795,2953.4354497,1.01,409.9,98.0,29.8,29.7,33.76,9.6,177,16.6,16.94,4.05,15.96,5.28,20.9,0.07,120,29,113,37,NONE,,26.7,60,40.3,733,757,21172,882.2,14.7,61,243.4,0,0,21172,0,0.0,100.0,1.01,"W001° 15' 5.8194""","N51° 45' 55.5018""",60,63,6.7,0,0.9,0.71,1.61,0.56,0.24,1.955,2,0,0,0.84,61,00:13:58,26.2,0.3,1221,1002,2,73,133,7,False,32,2.69,3,39
839.0,53.1,1.707,90.637,1826,2791.0865295,2787.8853764,1.0,292.9,65.0,31.1,31.2,32.08,9.2,176,15.9,17.16,3.81,16.08,4.98,20.9,0.07,122,27,114,35,NONE,,26.7,60,40.3,732,757,20091,837.1,13.95,61,230.9,0,79,20012,0,0.4,99.6,1.0,"W001° 15' 5.7948""","N51° 45' 55.518""",60,63,4.3,0,0.56,0.57,1.13,0.5,0.23,1.957,1,0,0,0.54,61,00:13:59,25.8,0.45,1228,1002,18,73,133,7,False,32,3.05,4,37
840.0,53.57,1.822,97.607,1886,2974.1010721,2981.1629794,1.0,313.3,68.9,31.6,31.5,34.19,9.8,176,16.9,17.2,3.78,16.11,4.99,20.9,0.07,122,27,114,35,NONE,,26.7,60,40.3,733,757,21425,892.7,14.88,62,246.3,0,0,21425,0,0.0,100.0,1.0,"W001° 15' 5.7642""","N51° 45' 55.5204""",60,63,3.1,0,0.55,0.57,1.12,0.49,0.24,1.989,1,0,0,0.39,61,00:14:00,20.1,0.66,1232,1002,0,73,133,7,False,32,3.31,4,37
841.0,41.38,1.619,66.993,1714,2333.8548012,2355.2126372,1.01,269.7,70.3,27.5,27.2,26.83,7.7,176,13.3,16.66,4.34,15.63,5.32,20.9,0.07,118,31,111,38,NONE,,26.7,60,40.3,732,757,16838,701.6,11.69,62,193.5,0,0,16838,0,0.0,100.0,1.01,"W001° 15' 5.763""","N51° 45' 55.5114""",61,63,1.6,0,0.5,0.95,1.45,0.34,0.18,1.826,1,0,0,0.5,61,00:14:01,45.1,1.01,1228,1002,0,73,53,7,False,25,3.24,4,39
843.0,50.42,1.925,97.059,1950,3072.7661418,3105.7098968,1.01,328.1,76.2,30.4,30.1,35.32,10.1,176,17.5,17.04,3.96,16.04,5.07,20.9,0.07,121,28,114,36,NONE,,26.6,60,40.3,732,757,22176,924.0,15.4,62,254.9,0,0,22176,0,0.0,100.0,1.01,"W001° 15' 5.769""","N51° 45' 55.4976""",61,63,1.5,0,0.58,0.61,1.19,0.49,0.22,1.987,2,0,0,,61,00:14:03,20.5,1.41,1230,1002,307,73,0,7,False,32,3.32,4,38
844.0,55.05,1.835,101.009,1811,2973.7829398,3031.1281205,1.02,317.6,68.2,32.7,32.1,34.18,9.8,175,17.0,17.31,3.72,16.27,4.88,20.9,0.07,123,26,116,35,NONE,,26.6,60,40.3,733,757,21502,895.9,14.93,63,247.2,0,0,21502,0,0.0,100.0,1.02,"W001° 15' 5.7936""","N51° 45' 55.4856""",61,63,1.5,0,0.55,0.54,1.09,0.5,0.24,2.004,1,0,0,,61,00:14:04,17.3,1.37,1229,1002,0,73,0,8,False,32,3.34,5,37
