t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VE/VO2,VE/VCO2,VO2/Kg,METS,HR,VO2/HR,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Phase,Marker,Amb. Temp.,RH Amb,Device Temp.,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,FAT,CHO,PRO%,FAT%,CHO%,npRQ,Long,Lat,GPS Altitude,Barom_Altitude,GPS Speed,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Dist.,Step Length,Battery,Phase time,BR,O2 Cost,O2 Delay,CO2 Delay,GPS Heading,RH Sample,Cadence,Satellites,Fixing,Satellites SNR,VT/Ti,HRR,PaCO2_e
s,1/min,L(btps),L/min,mL,mL/min,mL/min,---,mL,mL,---,---,mL/min/Kg,---,bpm,mL/beat,%,%,%,%,%,%,mmHg,mmHg,mmHg,mmHg,---,---,°C,%,°C,mmHg,mmHg,kcal/day,kcal/h,kcal/min,kcal,kcal/Kg/day,kcal/day,kcal/day,kcal/day,%,%,%,---,"° ' ""","° ' """,m,m,km/h,m,s,s,s,---,---,L/min,s,m/s,m,m,%,hh:mm:ss,%,mL/Kg/m,ms,ms,DEG,%,1/min,---,---,dB,---,bpm,mmHg
148.0,34.88,0.688,24.0,763,807.2701087,652.0415037,0.81,116.8,23.2,26.7,33.1,9.28,2.7,87,9.3,16.98,3.37,15.64,4.7,20.9,0.07,121,24,111,33,NONE,,24.4,64,40.4,733,757,5566,231.9,3.87,5,64.0,0,3653,1913,0,65.6,34.4,0.81,"W001° 15' 5.8446""","N51° 45' 55.4532""",64,63,1.7,0,0.83,0.89,1.72,0.48,0.22,1.38,2,0,0,0.2,65,00:02:28,80.3,0.33,1278,998,0,78,139,8,False,27,0.83,93,36
149.0,38.22,0.686,26.217,736,834.0027775,676.6532982,0.81,117.9,22.0,28.2,34.8,9.59,2.7,89,9.4,17.19,3.21,15.91,4.47,20.9,0.07,122,23,113,32,NONE,,24.4,64,40.3,733,757,5756,239.8,4.0,5,66.2,0,3706,2049,0,64.4,35.6,0.81,"W001° 15' 5.8398""","N51° 45' 55.4598""",64,63,1.6,0,0.76,0.81,1.57,0.48,0.23,1.419,1,0,0,0.27,65,00:02:29,78.5,0.36,1275,998,0,78,99,8,False,26,0.9,91,34
151.0,30.3,0.917,27.788,878,873.5243206,756.9390112,0.87,157.6,31.0,29.4,33.9,10.04,2.9,92,9.5,17.19,3.38,15.95,4.74,20.9,0.07,122,24,113,34,NONE,,24.4,64,40.3,733,757,6105,254.4,4.24,5,70.2,0,2781,3324,0,45.6,54.4,0.87,"W001° 15' 5.829""","N51° 45' 55.4718""",64,63,0.9,0,0.86,1.12,1.98,0.43,0.25,1.444,2,0,0,,65,00:02:31,77.2,0.67,1266,998,0,78,0,8,False,27,1.07,88,36
153.0,31.75,0.705,22.381,794,671.2685242,577.4403155,0.86,122.4,22.6,30.0,34.9,7.72,2.2,92,7.3,17.36,3.21,16.22,4.38,20.9,0.07,123,23,115,31,NONE,,24.4,64,40.4,733,757,4685,195.2,3.25,5,53.8,0,2235,2450,0,47.7,52.3,0.86,"W001° 15' 5.8122""","N51° 45' 55.4718""",63,63,0.7,0,0.83,1.06,1.89,0.44,0.22,1.35,2,0,0,,65,00:02:33,81.7,0.66,1269,998,0,78,0,8,False,25,0.85,88,33
158.0,12.61,1.067,13.45,797,396.1560039,371.8760627,0.94,185.3,36.6,31.7,33.8,4.55,1.3,86,4.6,17.37,3.43,15.68,5.11,20.9,0.07,123,24,111,36,NONE,,24.5,64,40.4,733,757,2814,117.2,1.95,6,32.3,0,589,2225,0,20.9,79.1,0.94,"W001° 15' 5.8056""","N51° 45' 55.479""",64,63,0.1,0,0.85,3.91,4.76,0.18,0.3,1.129,5,0,0,,65,00:02:38,89.0,2.73,1278,998,0,78,0,8,False,25,1.26,94,38
159.0,42.55,0.579,24.638,808,637.9323219,553.0239101,0.87,103.3,16.2,34.0,39.2,7.33,2.1,83,7.7,17.84,2.8,16.49,4.18,20.9,0.07,127,20,117,30,NONE,,24.5,64,40.4,733,757,4459,185.8,3.1,6,51.2,0,2025,2433,0,45.4,54.6,0.87,"W001° 15' 5.8026""","N51° 45' 55.4832""",64,63,0.1,0,0.74,0.67,1.41,0.52,0.26,1.392,1,0,0,,65,00:02:39,79.8,4.4,1278,998,0,78,0,8,False,25,0.78,97,32
160.0,68.18,0.523,35.659,701,712.0397522,635.8557378,0.89,96.9,11.7,43.4,48.6,8.18,2.3,82,8.7,18.53,2.24,17.83,3.3,20.9,0.07,132,16,127,23,NONE,,24.5,64,40.4,733,757,5006,208.6,3.48,6,57.5,0,1828,3178,0,36.5,63.5,0.89,"W001° 15' 5.8002""","N51° 45' 55.4826""",64,63,0.2,0,0.37,0.51,0.88,0.42,0.27,1.552,1,0,0,,65,00:02:40,70.8,2.46,1249,998,0,78,0,8,False,25,1.41,98,27
162.0,28.3,0.774,21.906,676,622.3784021,560.2629186,0.9,135.6,24.6,32.0,35.6,7.15,2.0,82,7.6,17.52,3.18,16.37,4.43,20.9,0.07,124,23,116,31,NONE,,24.5,64,40.3,733,757,4383,182.6,3.04,6,50.4,0,1493,2890,0,34.1,65.9,0.9,"W001° 15' 5.7852""","N51° 45' 55.4832""",63,63,0.2,0,0.53,1.59,2.12,0.25,0.24,1.341,2,0,0,,65,00:02:42,82.1,2.15,1236,998,0,78,0,8,False,25,1.46,98,34
165.0,19.8,0.895,17.723,852,495.5125995,483.5227586,0.98,156.8,30.3,33.0,33.8,5.7,1.6,83,6.0,17.52,3.39,16.29,4.76,20.9,0.07,124,24,116,34,NONE,,24.6,64,40.3,733,757,3549,147.9,2.46,6,40.8,0,293,3256,0,8.3,91.7,0.98,"W001° 15' 5.739""","N51° 45' 55.4748""",63,63,0.6,0,0.91,2.12,3.03,0.3,0.25,1.249,3,0,0,,65,00:02:45,85.5,0.57,1255,998,51,78,0,8,False,26,0.98,97,36
168.0,23.9,0.738,17.641,726,477.3946956,456.0237621,0.96,130.2,23.7,33.4,35.0,5.49,1.6,81,5.9,17.64,3.21,16.38,4.64,20.9,0.07,125,23,116,33,NONE,,24.6,64,40.3,733,757,3403,141.8,2.36,6,39.1,0,520,2883,0,15.3,84.7,0.96,"W001° 15' 5.712""","N51° 45' 55.4598""",63,64,1.2,0,1.01,1.5,2.51,0.4,0.26,1.247,3,0,0,,65,00:02:48,85.6,0.27,1278,998,0,78,0,8,False,27,0.73,99,35
170.0,24.29,0.627,15.231,808,385.2059853,373.0170351,0.97,111.9,19.1,35.1,36.3,4.43,1.3,83,4.6,17.85,3.05,16.54,4.47,20.9,0.07,127,22,117,32,NONE,,24.7,64,40.3,732,757,2754,114.8,1.91,6,31.7,0,297,2457,0,10.8,89.2,0.97,"W001° 15' 5.6976""","N51° 45' 55.4646""",63,64,1.1,0,1.17,1.3,2.47,0.47,0.25,1.183,2,0,0,,65,00:02:50,87.5,0.24,1278,998,0,78,0,8,False,26,0.54,97,34
184.0,24.9,0.446,11.104,457,329.2386338,284.4899362,0.86,77.6,14.2,28.4,32.9,3.78,1.1,82,4.0,17.4,3.18,15.77,4.78,20.9,0.07,124,23,112,34,NONE,,25.0,64,40.3,733,757,2300,95.8,1.6,7,26.4,0,1067,1233,0,46.4,53.6,0.86,"W001° 15' 5.6736""","N51° 45' 55.4718""",63,63,0.1,0,0.98,1.43,2.41,0.41,0.22,1.045,14,0,0,,64,00:03:04,90.9,2.27,1278,1000,0,77,0,8,False,25,0.46,98,36
186.0,23.81,0.49,11.667,513,372.4916253,306.7193237,0.82,84.1,16.0,26.8,32.6,4.28,1.2,80,4.7,17.16,3.27,15.52,4.91,20.9,0.07,122,23,110,35,NONE,,25.0,64,40.3,733,757,2578,107.4,1.79,7,29.6,0,1553,1024,0,60.3,39.7,0.82,"W001° 15' 5.6718""","N51° 45' 55.47""",63,63,0.2,0,1.0,1.52,2.52,0.4,0.23,1.067,2,0,0,,64,00:03:06,90.4,1.28,1278,1000,0,77,0,8,False,25,0.49,100,37
189.0,23.17,0.539,12.486,540,413.7645101,335.8926672,0.81,91.8,18.0,26.3,32.3,4.76,1.4,79,5.2,17.03,3.34,15.45,4.92,20.9,0.07,121,24,110,35,NONE,,25.1,64,40.3,732,757,2856,119.0,1.98,7,32.8,0,1834,1021,0,64.2,35.8,0.81,"W001° 15' 5.6556""","N51° 45' 55.4592""",64,63,0.1,0,1.02,1.57,2.59,0.39,0.23,1.096,3,0,0,,64,00:03:09,89.8,2.85,1278,1000,0,76,0,8,False,25,0.53,101,37
191.0,21.82,0.551,12.022,587,403.9047984,323.3756471,0.8,93.6,18.4,26.0,32.5,4.64,1.3,79,5.1,16.99,3.34,15.4,4.91,20.9,0.07,121,24,109,35,NONE,,25.1,63,40.3,733,757,2781,115.9,1.93,7,32.0,0,1892,888,0,68.0,32.0,0.8,"W001° 15' 5.6364""","N51° 45' 55.4616""",65,63,0.1,0,1.07,1.68,2.75,0.39,0.23,1.08,2,0,0,,64,00:03:11,90.2,2.79,1278,1000,0,77,0,8,False,25,0.51,101,37
194.0,23.62,0.548,12.945,589,428.8486342,342.377318,0.8,93.4,18.0,26.3,33.0,4.93,1.4,80,5.4,17.04,3.28,15.41,4.87,20.9,0.07,121,23,109,35,NONE,,25.2,63,40.3,733,757,2951,122.9,2.05,7,33.9,0,2031,920,0,68.8,31.2,0.8,"W001° 15' 5.625""","N51° 45' 55.4688""",66,63,0.1,0,0.99,1.55,2.54,0.39,0.24,1.112,3,0,0,,64,00:03:14,89.4,2.96,1278,1000,0,76,0,8,False,25,0.55,100,37
196.0,24.79,0.57,14.132,552,458.8459001,365.159202,0.8,97.6,18.3,27.0,33.9,5.27,1.5,81,5.7,17.12,3.21,15.49,4.79,20.9,0.07,122,23,110,34,NONE,,25.3,63,40.3,733,757,3155,131.5,2.19,7,36.3,0,2199,957,0,69.7,30.3,0.8,"W001° 15' 5.6046""","N51° 45' 55.4628""",67,63,0.1,0,1.02,1.4,2.42,0.42,0.25,1.15,2,0,0,,64,00:03:16,88.4,3.16,1278,1000,0,76,0,8,False,25,0.56,99,36
199.0,24.1,0.569,13.711,571,438.1954512,354.9130018,0.81,97.7,18.3,27.4,33.9,5.04,1.4,78,5.6,17.17,3.22,15.6,4.77,20.9,0.07,122,23,111,34,NONE,,25.3,62,40.3,733,757,3023,126.0,2.1,7,34.7,0,1961,1062,0,64.9,35.1,0.81,"W001° 15' 5.5848""","N51° 45' 55.4556""",68,63,0.1,0,1.02,1.47,2.49,0.41,0.24,1.137,3,0,0,,64,00:03:19,88.8,3.02,1278,1000,0,76,0,8,False,25,0.56,102,36
201.0,25.32,0.726,18.38,623,625.6004931,516.4089386,0.83,122.8,25.3,26.5,32.2,7.19,2.1,76,8.2,16.91,3.48,15.56,4.86,20.9,0.07,120,25,110,35,NONE,,25.3,63,40.3,733,757,4331,180.5,3.01,7,49.8,0,2580,1751,0,59.6,40.4,0.83,"W001° 15' 5.5998""","N51° 45' 55.449""",68,63,0.5,0,1.01,1.36,2.37,0.43,0.23,1.264,2,0,0,,64,00:03:21,84.9,0.86,1278,1000,0,76,0,8,False,25,0.72,104,37
205.0,15.08,1.116,16.824,1221,514.0327621,502.6491247,0.98,192.0,41.3,30.7,31.4,5.91,1.7,92,5.6,17.2,3.7,15.58,4.87,20.9,0.07,122,26,111,35,NONE,,25.4,62,40.3,733,757,3683,153.5,2.56,7,42.3,0,278,3405,0,7.6,92.4,0.98,"W001° 15' 5.6004""","N51° 45' 55.4022""",68,63,1.9,0,1.89,2.09,3.98,0.47,0.22,1.226,4,0,0,0.62,64,00:03:25,86.2,0.19,1278,1000,174,76,51,8,False,26,0.59,88,37
206.0,63.16,0.497,31.389,420,946.5891198,787.3830667,0.83,86.3,15.5,28.5,34.3,10.88,3.1,95,10.0,17.36,3.12,16.21,4.28,20.9,0.07,123,22,115,30,NONE,,25.4,62,40.3,733,757,6563,273.5,4.56,7,75.4,0,3767,2796,0,57.4,42.6,0.83,"W001° 15' 5.5932""","N51° 45' 55.3374""",68,63,3.9,0,0.55,0.4,0.95,0.58,0.19,1.497,1,0,0,0.4,64,00:03:26,74.3,0.17,1266,1000,169,76,163,8,False,25,0.9,85,33
207.0,54.05,0.296,16.0,292,463.7874542,386.6111182,0.83,51.8,8.9,26.3,31.6,5.33,1.5,98,4.7,17.5,3.01,16.8,3.67,20.9,0.07,124,21,119,26,NONE,,25.5,61,40.3,733,757,3217,134.0,2.23,7,37.0,0,1827,1390,0,56.8,43.2,0.83,"W001° 15' 5.5206""","N51° 45' 55.128""",68,64,9.2,0,0.35,0.76,1.11,0.32,0.03,1.204,1,0,0,0.94,64,00:03:27,86.9,0.03,1266,1000,167,75,163,8,False,26,0.85,82,29
208.0,76.92,0.308,23.692,196,652.7821511,549.6503277,0.84,54.4,8.9,28.0,33.3,7.5,2.1,101,6.5,17.66,2.89,16.45,4.03,20.9,0.07,125,21,117,29,NONE,,25.5,61,40.3,733,757,4537,189.0,3.15,7,52.1,0,2446,2090,0,53.9,46.1,0.84,"W001° 15' 5.5206""","N51° 45' 55.128""",68,64,9.2,0,0.36,0.42,0.78,0.46,0.12,1.375,1,0,0,0.69,64,00:03:28,80.6,0.05,1222,1000,167,75,223,8,False,26,0.86,79,31
209.0,81.08,0.335,27.162,371,493.2427327,404.6379726,0.82,62.9,6.3,43.6,53.1,5.67,1.6,104,4.7,18.78,1.88,17.68,2.86,20.9,0.07,133,13,126,20,NONE,,25.5,61,40.3,733,757,3411,142.1,2.37,8,39.2,0,2091,1320,0,61.3,38.7,0.82,"W001° 15' 5.4768""","N51° 45' 55.0062""",67,64,11.7,0,0.34,0.4,0.74,0.46,0.23,1.434,1,0,0,0.87,64,00:03:29,77.8,0.03,1166,1000,167,75,223,8,False,25,0.99,76,24
209.0,83.33,0.366,30.5,306,818.920689,606.3147609,0.74,65.2,9.1,30.1,40.7,9.41,2.7,104,7.9,17.81,2.49,16.58,3.74,20.9,0.07,126,18,118,27,NONE,,25.5,61,40.3,733,757,5559,231.6,3.86,8,63.9,0,4926,633,0,88.6,11.4,0.74,"W001° 15' 5.4438""","N51° 45' 54.906""",67,64,12.4,0,0.26,0.46,0.72,0.36,0.21,1.484,0,0,0,0.93,64,00:03:29,75.0,0.05,1150,1000,169,75,223,8,False,26,1.41,76,29
210.0,82.19,0.351,28.849,308,833.7555321,585.1649019,0.7,61.8,8.9,27.7,39.5,9.58,2.7,105,7.9,17.61,2.54,16.25,3.77,20.9,0.07,125,18,115,27,NONE,,25.5,61,40.3,732,757,5609,233.7,3.9,8,64.5,0,5609,0,0,100.0,0.0,0.7,"W001° 15' 5.4438""","N51° 45' 54.906""",67,63,12.4,0,0.31,0.42,0.73,0.42,0.19,1.46,1,0,0,0.93,64,00:03:30,76.4,0.05,1150,1000,169,75,223,8,False,26,1.13,75,30
211.0,75.0,0.399,29.925,403,624.0909836,470.2228446,0.75,73.8,7.9,39.5,52.5,7.17,2.0,108,5.8,18.5,1.98,17.08,3.38,20.9,0.07,131,14,121,24,NONE,,25.5,61,40.3,733,757,4250,177.1,2.95,8,48.8,0,3576,674,0,84.1,15.9,0.75,"W001° 15' 5.4342""","N51° 45' 54.8424""",66,63,11.0,0,0.38,0.42,0.8,0.48,0.31,1.476,1,0,0,0.82,64,00:03:31,75.5,0.04,1150,1000,168,75,223,8,False,27,1.05,72,27
212.0,45.45,0.959,43.591,1106,1740.058224,1205.1254211,0.69,156.9,32.9,23.2,33.5,20.0,5.7,111,15.7,16.36,3.43,14.84,4.66,20.9,0.07,116,24,105,33,NONE,,25.5,61,40.3,733,757,11681,486.7,8.11,8,134.3,0,11681,0,0,100.0,0.0,0.69,"W001° 15' 5.451""","N51° 45' 54.9228""",64,63,7.3,0,0.64,0.68,1.32,0.48,0.24,1.639,1,0,0,0.92,64,00:03:32,64.3,0.16,1182,1000,1,75,132,8,False,27,1.5,69,35
213.0,50.0,0.858,42.9,881,1445.508764,1069.4820943,0.74,146.1,26.6,27.3,36.8,16.62,4.7,113,12.8,17.03,3.1,15.63,4.35,20.9,0.07,121,22,111,31,NONE,,25.5,61,40.3,733,757,9812,408.8,6.81,8,112.8,0,8711,1101,0,88.8,11.2,0.74,"W001° 15' 5.4846""","N51° 45' 55.0218""",64,64,7.5,0,0.56,0.64,1.2,0.47,0.26,1.632,1,0,0,0.95,64,00:03:33,64.9,0.13,1209,1000,352,75,132,8,False,32,1.53,67,33
214.0,54.05,0.87,47.027,879,1387.579529,1075.8236033,0.78,152.1,24.8,31.2,40.2,15.95,4.6,114,12.2,17.48,2.85,16.16,4.03,20.9,0.07,124,20,115,29,NONE,,25.5,61,40.3,733,757,9497,395.7,6.59,8,109.2,0,7282,2215,0,76.7,23.3,0.78,"W001° 15' 5.5356""","N51° 45' 55.1304""",63,64,9.7,0,0.55,0.56,1.11,0.5,0.27,1.672,1,0,0,1.22,64,00:03:34,61.5,0.1,1227,1000,347,75,132,8,False,32,1.58,66,31
215.0,58.82,0.796,46.824,862,1227.2768489,974.8533106,0.79,142.1,20.7,34.8,43.8,14.11,4.0,115,10.7,17.85,2.6,16.38,3.92,20.9,0.07,127,18,116,28,NONE,,25.5,61,40.3,733,757,8437,351.5,5.86,8,97.0,0,5922,2514,0,70.2,29.8,0.79,"W001° 15' 5.5878""","N51° 45' 55.2564""",63,64,12.4,0,0.47,0.55,1.02,0.46,0.31,1.67,1,0,0,0.98,64,00:03:35,61.7,0.07,1215,1000,348,75,210,8,False,31,1.69,65,31
217.0,58.82,0.826,48.588,797,1300.5986226,1060.9763362,0.82,146.8,22.5,34.2,41.9,14.95,4.3,119,10.9,17.77,2.72,16.21,4.04,20.9,0.07,126,19,115,29,NONE,,25.5,61,40.3,733,757,8985,374.4,6.24,8,103.3,0,5650,3335,0,62.9,37.1,0.82,"W001° 15' 5.6412""","N51° 45' 55.371""",63,64,13.1,0,0.44,0.58,1.02,0.43,0.3,1.687,2,0,0,1.04,64,00:03:37,60.2,0.07,1208,1000,345,75,210,8,False,26,1.88,61,31
218.0,51.72,1.077,55.707,1050,1460.6242514,1231.8957016,0.84,191.9,29.7,35.7,42.3,16.79,4.8,121,12.1,17.82,2.76,16.44,4.08,20.9,0.07,127,20,117,29,NONE,,25.5,61,40.3,733,757,10154,423.1,7.05,8,116.7,0,5427,4727,0,53.4,46.6,0.84,"W001° 15' 5.6868""","N51° 45' 55.44""",63,64,11.7,0,0.54,0.62,1.16,0.47,0.31,1.746,1,0,0,0.93,64,00:03:38,54.4,0.09,1210,1000,343,75,210,8,False,32,1.99,59,32
219.0,40.54,1.318,53.432,1349,1500.1904522,1323.5465842,0.88,231.6,40.6,33.7,38.2,17.24,4.9,124,12.1,17.57,3.08,16.61,4.1,20.9,0.07,125,22,118,29,NONE,,25.5,61,40.3,733,757,10522,438.4,7.31,9,120.9,0,4228,6293,0,40.2,59.8,0.88,"W001° 15' 5.709""","N51° 45' 55.4718""",63,63,8.9,0,0.64,0.84,1.48,0.43,0.26,1.728,1,0,0,0.89,64,00:03:39,56.2,0.12,1226,1000,343,76,166,8,False,30,2.06,56,32
221.0,41.96,1.397,58.615,1518,1511.7978036,1361.0320622,0.9,249.1,40.4,36.8,40.9,17.38,5.0,127,11.9,17.83,2.89,16.85,3.88,20.9,0.07,127,21,120,28,NONE,,25.5,61,40.3,733,757,10646,443.6,7.39,9,122.4,0,3624,7023,0,34.0,66.0,0.9,"W001° 15' 5.7162""","N51° 45' 55.3836""",63,63,5.5,0,0.77,0.66,1.43,0.54,0.27,1.768,2,0,0,0.69,64,00:03:41,52.0,0.19,1240,1000,179,75,132,8,False,31,1.81,53,30
222.0,48.78,1.21,59.024,1131,1487.0824924,1322.6665527,0.89,216.7,33.8,37.4,42.0,17.09,4.9,130,11.4,17.91,2.79,16.77,3.94,20.9,0.07,127,20,119,28,NONE,,25.5,61,40.3,733,757,10447,435.3,7.25,9,120.1,0,3942,6505,0,37.7,62.3,0.89,"W001° 15' 5.6898""","N51° 45' 55.287""",63,63,6.8,0,0.57,0.66,1.23,0.46,0.3,1.771,1,0,0,0.86,64,00:03:42,51.7,0.15,1242,1000,175,75,132,8,False,26,2.12,50,31
223.0,58.82,0.957,56.294,984,1433.1834552,1225.9807987,0.86,171.3,26.0,36.4,42.6,16.47,4.7,133,10.8,17.9,2.72,16.6,3.98,20.9,0.07,127,19,118,28,NONE,,25.5,61,40.3,732,757,9991,416.3,6.94,9,114.8,0,4930,5061,0,49.3,50.7,0.86,"W001° 15' 5.6574""","N51° 45' 55.1748""",63,64,9.5,0,0.47,0.55,1.02,0.46,0.3,1.75,1,0,0,0.93,64,00:03:43,53.9,0.1,1227,1000,171,75,170,8,False,25,2.04,47,31
224.0,56.6,0.958,54.226,893,1584.9727198,1249.4583433,0.79,167.7,27.5,31.7,40.2,18.22,5.2,134,11.8,17.51,2.87,15.95,4.17,20.9,0.07,124,20,113,30,NONE,,25.5,61,40.3,733,757,10880,453.3,7.56,9,125.1,0,7861,3020,0,72.2,27.8,0.79,"W001° 15' 5.6262""","N51° 45' 55.0644""",62,64,11.6,0,0.48,0.58,1.06,0.45,0.29,1.734,1,0,0,1.14,64,00:03:44,55.6,0.09,1214,1000,171,75,170,8,False,25,2.0,46,32
225.0,55.05,0.84,46.239,862,1492.2975643,1105.5256707,0.74,144.4,25.0,28.4,38.3,17.15,4.9,136,11.0,17.19,2.98,15.73,4.21,20.9,0.07,122,21,112,30,NONE,,25.5,61,40.3,733,757,10132,422.2,7.04,9,116.5,0,8962,1170,0,88.5,11.5,0.74,"W001° 15' 5.5902""","N51° 45' 54.9582""",62,63,12.3,0,0.52,0.57,1.09,0.48,0.26,1.665,1,0,0,1.21,64,00:03:45,62.1,0.08,1209,1000,169,75,170,8,False,25,1.62,44,32
226.0,64.52,0.69,44.516,766,1312.1565784,929.7154719,0.71,121.0,18.0,30.5,43.0,15.08,4.3,139,9.4,17.54,2.61,15.9,3.98,20.9,0.07,125,19,113,28,NONE,,25.5,61,40.3,733,757,8842,368.4,6.14,9,101.6,0,8795,46,0,99.5,0.5,0.71,"W001° 15' 5.544""","N51° 45' 54.8856""",62,63,11.4,0,0.48,0.45,0.93,0.52,0.3,1.649,1,0,0,1.12,64,00:03:46,63.5,0.08,1204,1000,165,75,170,8,False,25,1.44,41,31
227.0,47.24,1.213,57.307,1128,2268.1970335,1556.5673211,0.69,199.0,40.9,23.8,34.7,26.07,7.4,141,16.1,16.41,3.37,14.92,4.65,20.9,0.07,116,24,106,33,NONE,,25.5,62,40.3,732,757,15204,633.5,10.56,9,174.8,0,15204,0,0,100.0,0.0,0.69,"W001° 15' 5.4768""","N51° 45' 54.8286""",62,63,6.8,0,0.55,0.72,1.27,0.43,0.26,1.758,1,0,0,0.67,64,00:03:47,53.1,0.23,1212,1000,146,76,170,8,False,26,2.21,39,35
229.0,32.26,1.922,62.0,2033,2340.9392774,1694.5782034,0.72,318.6,65.2,25.5,35.3,26.91,7.7,143,16.4,16.58,3.39,15.54,4.49,20.9,0.07,118,24,110,32,NONE,,25.5,62,40.3,732,757,15831,659.6,10.99,10,182.0,0,14918,912,0,94.2,5.8,0.72,"W001° 15' 5.4588""","N51° 45' 54.8292""",62,63,4.3,0,0.92,0.94,1.86,0.49,0.26,1.792,2,0,0,0.54,64,00:03:49,49.2,0.38,1231,1000,0,75,132,7,False,27,2.09,37,34
231.0,28.04,2.2,61.682,2277,2115.578401,1641.4689832,0.78,372.4,72.7,28.2,36.4,24.32,6.9,144,14.7,16.93,3.3,15.86,4.39,20.9,0.07,120,23,113,31,NONE,,25.5,62,40.3,733,757,14481,603.4,10.06,10,166.5,0,11076,3405,0,76.5,23.5,0.78,"W001° 15' 5.5014""","N51° 45' 54.921""",61,63,3.6,0,1.1,1.04,2.14,0.51,0.27,1.79,2,0,0,1.54,64,00:03:51,49.5,0.41,1263,1000,355,76,39,8,False,28,2.0,36,34
234.0,25.1,1.588,39.866,1549,1596.9312982,1220.4187264,0.76,258.4,60.2,23.9,31.2,18.36,5.2,144,11.1,16.27,3.79,14.75,4.99,20.9,0.07,116,27,105,35,NONE,,25.4,62,40.3,733,757,10902,454.2,7.57,11,125.3,0,8772,2129,0,80.5,19.5,0.76,"W001° 15' 5.562""","N51° 45' 55.0842""",60,63,7.8,0,0.68,1.71,2.39,0.28,0.24,1.601,3,0,0,0.76,64,00:03:54,67.4,0.14,1278,1000,349,76,170,8,False,28,2.34,36,37
235.0,56.07,1.201,67.346,1314,2504.726477,1760.2987868,0.7,200.1,39.0,25.3,36.0,28.79,8.2,144,17.4,16.66,3.25,14.97,4.66,20.9,0.07,118,23,106,33,NONE,,25.4,62,40.3,733,757,16855,702.3,11.7,11,193.7,0,16855,0,0,100.0,0.0,0.7,"W001° 15' 5.5884""","N51° 45' 55.1598""",60,64,8.9,0,0.57,0.5,1.07,0.53,0.29,1.828,1,0,0,0.73,64,00:03:55,44.9,0.19,1261,1000,348,76,203,8,False,28,2.11,36,35
236.0,48.0,1.223,58.704,1221,2284.6716128,1616.7837734,0.71,201.3,41.8,24.2,34.2,26.26,7.5,144,15.9,16.46,3.42,14.86,4.76,20.9,0.07,117,24,106,34,NONE,,25.4,62,40.3,733,757,15392,641.3,10.69,11,176.9,0,15357,35,0,99.8,0.2,0.71,"W001° 15' 5.6244""","N51° 45' 55.2432""",60,64,9.3,0,0.58,0.67,1.25,0.46,0.27,1.769,1,0,0,0.76,64,00:03:56,51.9,0.17,1244,1000,346,76,203,8,False,26,2.11,36,36
237.0,43.17,1.413,60.993,1508,2401.633302,1722.6737762,0.72,231.7,49.5,24.1,33.7,27.6,7.9,143,16.8,16.4,3.5,14.99,4.63,20.9,0.07,116,25,106,33,NONE,,25.4,62,40.3,733,757,16216,675.7,11.26,11,186.4,0,15647,570,0,96.5,3.5,0.72,"W001° 15' 5.676""","N51° 45' 55.3986""",60,64,8.6,0,0.71,0.68,1.39,0.51,0.24,1.785,1,0,0,0.71,64,00:03:57,50.1,0.19,1229,1000,346,76,203,8,False,26,1.99,37,35
239.0,43.48,1.606,69.826,1439,2738.6110551,1969.9782971,0.72,263.6,56.2,24.4,33.9,31.48,9.0,143,19.2,16.41,3.5,14.96,4.84,20.9,0.07,117,25,106,34,NONE,,25.4,62,40.3,733,757,18500,770.9,12.85,12,212.6,0,17722,779,0,95.8,4.2,0.72,"W001° 15' 5.7048""","N51° 45' 55.4424""",60,64,7.4,0,0.59,0.79,1.38,0.43,0.27,1.844,2,0,0,0.75,64,00:03:59,42.8,0.26,1240,1000,342,75,165,8,False,26,2.72,37,36
240.0,38.96,1.683,65.571,1659,2578.0726462,1923.9065582,0.75,275.6,61.2,24.4,32.7,29.63,8.5,143,18.0,16.38,3.64,15.22,4.74,20.9,0.07,116,26,108,34,NONE,,25.4,62,40.3,733,757,17526,730.2,12.17,12,201.4,0,15178,2348,0,86.6,13.4,0.75,"W001° 15' 5.7456""","N51° 45' 55.4592""",60,63,3.7,0,0.69,0.85,1.54,0.45,0.24,1.817,1,0,0,0.47,64,00:04:00,46.3,0.48,1247,1000,0,76,131,8,False,25,2.44,37,36
242.0,37.5,1.729,64.838,1757,2353.9747973,1804.5344216,0.77,288.8,59.7,26.4,34.5,27.06,7.7,142,16.6,16.7,3.45,15.53,4.58,20.9,0.07,119,25,110,33,NONE,,25.4,62,40.3,733,757,16078,669.9,11.17,12,184.8,0,12808,3270,0,79.7,20.3,0.77,"W001° 15' 5.7366""","N51° 45' 55.4502""",59,63,2.3,0,0.75,0.85,1.6,0.47,0.25,1.812,2,0,0,1.47,64,00:04:02,46.9,0.71,1252,1000,0,76,26,8,False,25,2.31,38,35
